id	name	category
UMLS:C0111715	cysteine synthase B	biolink:ChemicalEntity
NCBIGene:6715	SRD5A1	biolink:Gene
NCBIGene:10005	ACOT8	biolink:Gene
PR:000022571	medium-chain fatty-acid--CoA ligase	biolink:Protein
UMLS:C0004020	Aspartokinase II Homoserine Dehydrogenase II	biolink:ChemicalEntity
UMLS:C0207107	Penicillin-Binding Protein 2a	biolink:ChemicalEntity
CHEMBL.TARGET:CHEMBL6188	Penicillin-binding protein 2x	biolink:Protein
PR:000022673	antigen 43	biolink:Protein
MESH:D008364	Mannosyltransferases	biolink:ChemicalEntity
RHEA:27734	4-deoxy-4-formamido-alpha-L-arabinopyranosyl di-trans,octa-cis-undecaprenyl phosphate + H2O = 4-amino-4-deoxy-alpha-L-arabinopyranosyl di-trans,octa-cis-undecaprenyl phosphate + formate	biolink:MolecularActivity
RHEA:33579	UDP-2-acetamido-2-deoxy-alpha-D-glucuronate + NAD(+) = UDP-2-acetamido-2-deoxy-alpha-D-ribo-hex-3-uluronate + NADH + H(+)	biolink:MolecularActivity
RHEA:33587	UDP-2-acetamido-3-amino-2,3-dideoxy-alpha-D-glucuronate + acetyl-CoA = UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-glucuronate + CoA + H(+)	biolink:MolecularActivity
PR:000024013	cell division inhibitor SulA	biolink:Protein
RHEA:10096	a fatty acyl-[ACP] + S-adenosyl-L-methionine = an N-acyl-L-homoserine lactone + S-methyl-5'-thioadenosine + holo-[ACP] + H(+)	biolink:MolecularActivity
PR:000023929	secretion monitor	biolink:Protein
MESH:D015238	Sulfotransferases	biolink:ChemicalEntity
PR:000033902	aldehyde oxidoreductase iron-sulfur-binding subunit PaoA	biolink:Protein
RHEA:26301	5-hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate + H(+) = (S)-allantoin + CO2	biolink:MolecularActivity
MESH:D000878	Anthranilate Synthase	biolink:ChemicalEntity
PR:000034526	putative colanic acid polymerase	biolink:Protein
PR:000015195	asc-type amino acid transporter 1	biolink:Protein
PR:000034566	multiple antibiotic resistance protein MarB	biolink:Protein
PR:000035010	uncharacterized protein McbA	biolink:Protein
PR:000029179	staphopain B	biolink:Protein
UMLS:C2976609	fibronectin binding protein B	biolink:Protein
PR:000022854	glucarate dehydratase-related protein	biolink:Protein
UMLS:C0684287	aldehyde dehydrogenases	biolink:ChemicalEntity
RHEA:28046	propanoyl-CoA + phosphate = propanoyl phosphate + CoA	biolink:MolecularActivity
RHEA:15117	3'-dephospho-CoA + ATP = 2'-(5''-triphospho-alpha-D-ribosyl)-3'-dephospho-CoA + adenine	biolink:MolecularActivity
PathWhiz.ProteinComplex:3636	dihydromonapterin reductase / dihydrofolate reductase	biolink:MolecularEntity
PR:000022057	alcohol dehydrogenase, propanol-preferring	biolink:Protein
PR:000023653	putrescine importer PuuP	biolink:Protein
MESH:D019426	Integrases	biolink:ChemicalEntity
PR:000024195	universal stress protein F	biolink:Protein
PR:000024192	universal stress protein C	biolink:Protein
RHEA:39287	Co(I)-[trimethylamine-specific corrinoid protein] + trimethylamine + H(+) = methyl-Co(III)-[trimethylamine-specific corrinoid protein] + dimethylamine	biolink:MolecularActivity
PR:000029030	clumping factor B	biolink:Protein
PR:000029158	immunoglobulin G-binding protein A	biolink:Protein
PR:000029169	staphylococcal complement inhibitor	biolink:Protein
PR:000029029	clumping factor A	biolink:Protein
RHEA:26494	L-tryptophan + FADH2 + chloride + O2 = 7-chloro-L-tryptophan + FAD + 2 H2O	biolink:MolecularActivity
PathWhiz.ProteinComplex:5784	N-succinyldiaminopimelate aminotransferase	biolink:MolecularEntity
RHEA:31763	a 2-oxocarboxylate + L-methionine = 4-methylsulfanyl-2-oxobutanoate + an L-alpha-amino acid	biolink:MolecularActivity
PR:000023893	transcriptional regulatory protein RtcR	biolink:Protein
PR:000022152	protein AroM	biolink:Protein
MESH:D051046	Amino-Acid N-Acetyltransferase	biolink:ChemicalEntity
UMLS:C0058544	nucA protein, Bacillus subtilis	biolink:Protein
RHEA:50380	3 malonyl-CoA + 3 H(+) = 1,3,5-trihydroxybenzene + 3 CO2 + 3 CoA	biolink:MolecularActivity
PR:000022501	probable fimbrial chaperone YadV	biolink:Protein
PR:000023195	multidrug resistance protein MdtO	biolink:Protein
PR:000022021	p-hydroxybenzoic acid efflux pump subunit AaeA	biolink:Protein
PR:000022337	glutarate 2-hydroxylase	biolink:Protein
RHEA:52304	L-ectoine + H2O = (2S)-2-acetamido-4-aminobutanoate	biolink:MolecularActivity
RHEA:40951	(2S)-2-acetamido-4-aminobutanoate + H2O = L-2,4-diaminobutanoate + acetate	biolink:MolecularActivity
PR:000022164	aspartate-semialdehyde dehydrogenase	biolink:Protein
PR:000022955	formate hydrogenlyase subunit 3	biolink:Protein
PR:000022957	formate hydrogenlyase subunit 5	biolink:Protein
PR:000022958	formate hydrogenlyase subunit 6	biolink:Protein
PR:000022959	formate hydrogenlyase subunit 7	biolink:Protein
PR:000022954	formate hydrogenlyase regulatory protein HycA	biolink:Protein
MESH:D009572	Nitrite Reductases	biolink:ChemicalEntity
PR:000033759	sulfoquinovosidase	biolink:Protein
UMLS:C1608304	zinc transporter	biolink:Protein
PR:000034144	deferrochelatase	biolink:Protein
PR:000034693	putative pseudouridine transporter	biolink:Protein
PR:000033621	entericidin A	biolink:Protein
PR:000034494	entericidin B	biolink:Protein
PR:000024217	colanic acid biosynthesis protein WcaM	biolink:Protein
EC:1.14.14.35	"\""dimethylsulfone monooxygenase\"""	biolink:MolecularActivity
NCBIGene:8226	PUDP	biolink:Gene
PR:000034615	outer membrane protein assembly factor BamB	biolink:Protein
MESH:D042943	Dihydrouracil Dehydrogenase (NADP)	biolink:ChemicalEntity
UMLS:C0311549	Cyclopentanol dehydrogenase	biolink:ChemicalEntity
UMLS:C1150158	thiol-dependent ubiquitin-specific protease activity	biolink:MolecularActivity
MESH:C002930	L-fuconate dehydratase	biolink:ChemicalEntity
MESH:C031416	D-lactaldehyde dehydrogenase	biolink:ChemicalEntity
PR:000034430	sulfofructose kinase	biolink:Protein
PR:000032855	sulfoquinovose isomerase	biolink:Protein
PR:000025039	putative frv operon regulatory protein	biolink:Protein
MESH:C022494	pyridoxamine-pyruvate transaminase	biolink:ChemicalEntity
PR:000033258	cell division protein ZapC	biolink:Protein
RHEA:35655	2 ATP = 3',3'-c-di-AMP + 2 diphosphate	biolink:MolecularActivity
UMLS:C0311934	Glucosamine kinase	biolink:ChemicalEntity
RHEA:38055	"\""phytol kinase\"""	biolink:MolecularActivity
PR:000034202	phosphatidylglycerophosphatase C	biolink:Protein
PR:000034682	RNase E specificity factor CsrD	biolink:Protein
PR:000035305	antitoxin HicB	biolink:Protein
PR:000022914	protein HokA	biolink:Protein
PR:000033877	CRISPR system Cascade subunit CasB	biolink:Protein
PR:000024019	toxic protein SymE	biolink:Protein
MESH:D000123	Acetyltransferases	biolink:ChemicalEntity
PR:000033099	CRISPR system Cascade subunit CasA	biolink:Protein
PR:000033548	CRISPR system Cascade subunit CasC	biolink:Protein
PR:000033105	CRISPR system Cascade subunit CasD	biolink:Protein
PR:000034142	CRISPR system Cascade subunit CasE	biolink:Protein
PR:000033813	small toxic protein TisB	biolink:Protein
PR:000033429	antitoxin YafN	biolink:Protein
PR:000034634	Hha toxicity modulator TomB	biolink:Protein
NCBIGene:83592	AKR1E2	biolink:Gene
UMLS:C0250557	Gingipain K	biolink:ChemicalEntity
PR:000023559	signal transduction protein PmrD	biolink:Protein
RHEA:46876	[(1->4)-beta-D-mannuronosyl](n) + GDP-alpha-D-mannuronate = [(1->4)-beta-D-mannuronosyl](n+1) + GDP + H(+)	biolink:MolecularActivity
PR:000034057	cyclic-di-GMP-binding biofilm dispersal mediator protein	biolink:Protein
EC:1.4.1.25	"\""L-arginine dehydrogenase\"""	biolink:MolecularActivity
PR:000022868	acid stress chaperone HdeA	biolink:Protein
NCBIGene:6999	TDO2	biolink:Gene
GO:0031545	peptidyl-proline 4-dioxygenase activity	biolink:MolecularActivity
PR:000023069	galactoside O-acetyltransferase	biolink:Protein
RHEA:33867	(S)-2-ureidoglycine + glyoxylate = N-carbamoyl-2-oxoglycine + glycine	biolink:MolecularActivity
PR:000022751	glycerate 2-kinase	biolink:Protein
NCBIGene:8566	PDXK	biolink:Gene
GO:0008843	endochitinase activity	biolink:MolecularActivity
MESH:C099156	maltooligosyl trehalose trehalohydrolase	biolink:ChemicalEntity
PR:000022797	glycerol uptake facilitator protein	biolink:Protein
PR:000028284	type IV secretion system protein virB3	biolink:Protein
PR:000023068	low affinity potassium transport system protein Kup	biolink:Protein
RHEA:13277	[L-4-(L-arginin-2-N-yl)aspartate](n) + L-aspartate + ATP = [L-4-(L-arginin-2-N-yl)aspartate](n)-L-aspartate + ADP + phosphate + H(+)	biolink:MolecularActivity
MESH:C087685	indolepyruvate ferredoxin oxidoreductase	biolink:ChemicalEntity
MESH:C500453	cyclohexanecarboxylate-CoA ligase	biolink:ChemicalEntity
GO:0005344	oxygen carrier activity	biolink:MolecularActivity
PathWhiz.NucleicAcid:126	transcriptional regulator	biolink:NucleicAcidEntity
RHEA:52548	L-threonate + NAD(+) = 2-dehydro-L-erythronate + NADH + H(+)	biolink:MolecularActivity
PR:000004127	DNA-(apurinic or apyrimidinic site) endonuclease	biolink:Protein
UMLS:C0220050	Rad52 DNA Repair and Recombination Protein	biolink:Protein
PR:000022866	NADH oxidoreductase HCR	biolink:Protein
PR:000023460	outer membrane protein X	biolink:Protein
PR:000010434	tectonic-like complex member MKS1	biolink:Protein
UMLS:C3947620	Ruminiclostridium	biolink:OrganismTaxon
NCBITaxon:1357	Lactococcus	biolink:OrganismTaxon
NCBITaxon:1185407	Defluviitaleaceae	biolink:OrganismTaxon
UMLS:C1203536	Shuttleworthia	biolink:OrganismTaxon
UMLS:C4147130	Caproiciproducens	biolink:OrganismTaxon
UMLS:C2939186	Mood Alteration	biolink:Disease
UMLS:C3640479	HAMA - Tension	biolink:Publication
HP:0031473	Anger	biolink:PhenotypicFeature
HP:0012378	Fatigue	biolink:PhenotypicFeature
UMLS:C0683369	Bewilderment	biolink:PhenotypicFeature
UMLS:C0582666	Rosenberg Self-Esteem Scale	biolink:Publication
UMLS:C0149779	Somatization	biolink:Disease
MONDO:0008114	Compulsion	biolink:Disease
UMLS:C4330407	IDS-C - Interpersonal Sensitivity	biolink:Publication
MONDO:0011918	anxiety	biolink:Disease
MONDO:0003699	phobic disorder	biolink:Disease
UMLS:C0747249	Paranoid ideation	biolink:Disease
UMLS:C0687131	Psychoticism	biolink:Disease
CHEBI:6887	Methylphenidate	biolink:SmallMolecule
MONDO:0005052	irritable bowel syndrome	biolink:Disease
UMLS:C0004922	Beer	biolink:Food
CHEBI:87631	statin	biolink:ChemicalEntity
UBERON:0004704	bone fossa	biolink:AnatomicalEntity
MONDO:0005178	osteoarthritis	biolink:Disease
MONDO:0002251	hepatitis	biolink:Disease
CHEBI:6801	Metformin	biolink:SmallMolecule
MONDO:0007743	attention deficit-hyperactivity disorder	biolink:Disease
MONDO:0005404	myalgic encephalomeyelitis/chronic fatigue syndrome	biolink:Disease
GO:0060134	prepulse inhibition	biolink:BiologicalProcess
UMLS:C0042441	Vegetarian (finding)	biolink:PopulationOfIndividualOrganisms
CHEBI:35475	non-steroidal anti-inflammatory drug	biolink:ChemicalEntity
MONDO:0002280	anemia	biolink:Disease
UMLS:C0021167	Incontinence	biolink:Disease
CHEBI:6446	Levothroid	biolink:MolecularMixture
MONDO:0007813	superficial epidermolytic ichthyosis	biolink:Disease
UMLS:C0079399	Gender	biolink:PhenotypicFeature
UMLS:C0424653	Weight symptom (finding)	biolink:PhenotypicFeature
UMLS:C0489786	Height	biolink:InformationContentEntity
EFO:0004615	apolipoprotein B measurement	biolink:PhenotypicFeature
UMLS:C0455829	Waist Circumference	biolink:ClinicalAttribute
UMLS:C0201899	Aspartate aminotransferase measurement	biolink:Procedure
GO:0060612	adipose tissue development	biolink:BiologicalProcess
KEGG:05330	Allograft rejection	biolink:Pathway
GO:0001525	angiogenesis	biolink:BiologicalProcess
GO:0043296	apical junction complex	biolink:CellularComponent
BSPO:0000373	apical surface	biolink:NamedThing
UMLS:C0162638	Apoptosis	biolink:BiologicalProcess
GO:0008206	bile acid metabolic process	biolink:BiologicalProcess
GO:0042632	cholesterol homeostasis	biolink:BiologicalProcess
NCIT:C53785	Adverse Event Associated with Coagulation	biolink:PhenotypicFeature
MESH:D003165	Complement System Proteins	biolink:ChemicalEntity
GO:0006281	DNA repair	biolink:BiologicalProcess
GO:0001837	epithelial to mesenchymal transition	biolink:BiologicalProcess
UMLS:C3549430	G2/M checkpoint	biolink:BiologicalProcess
GO:0006096	glycolytic process	biolink:BiologicalProcess
GO:0042168	heme metabolic process	biolink:BiologicalProcess
HP:0012418	Hypoxemia	biolink:PhenotypicFeature
GO:0006954	inflammatory response	biolink:BiologicalProcess
GO:0072686	mitotic spindle	biolink:CellularComponent
GO:0042692	muscle cell differentiation	biolink:BiologicalProcess
PANTHER.PATHWAY:P00059	p53 pathway	biolink:Pathway
GO:0009306	protein secretion	biolink:BiologicalProcess
GO:0007283	spermatogenesis	biolink:BiologicalProcess
UMLS:C1155342	cellular response to unfolded protein	biolink:BiologicalProcess
GO:0006805	xenobiotic metabolic process	biolink:BiologicalProcess
UMLS:C1222481	Verrucomicrobiae	biolink:OrganismTaxon
NCBITaxon:416916	Aggregatibacter	biolink:OrganismTaxon
UMLS:C1013959	Verrucomicrobiales	biolink:OrganismTaxon
NCBITaxon:186650	Microvirga	biolink:OrganismTaxon
UMLS:C4441072	Massilimicrobiota	biolink:OrganismTaxon
NCBITaxon:3120433	Paenibacillales	biolink:OrganismTaxon
NCBITaxon:909932	Negativicutes	biolink:OrganismTaxon
NCBITaxon:28211	Alphaproteobacteria	biolink:OrganismTaxon
NCBITaxon:2283796	Thermoplasmatota	biolink:OrganismTaxon
NCBITaxon:590	Salmonella	biolink:OrganismTaxon
NCBITaxon:468	Moraxellaceae	biolink:OrganismTaxon
NCBITaxon:904	Acidaminococcus	biolink:OrganismTaxon
CHEBI:28300	glutamine	biolink:SmallMolecule
CHEBI:26806	succinate	biolink:ChemicalEntity
UMLS:C1300001	Country of birth (finding)	biolink:PhenotypicFeature
UMLS:C3540710	Antibiotics, ophthalmologic	biolink:ChemicalEntity
GO:0007586	digestion	biolink:BiologicalProcess
UMLS:C5234945	Immune status	biolink:BiologicalProcess
UMLS:C1095911	wheat preparation	biolink:ChemicalEntity
UBERON:0002113	kidney	biolink:GrossAnatomicalStructure
HP:0025085	Bloody diarrhea	biolink:PhenotypicFeature
UMLS:C2805310	Pinda	biolink:OrganismTaxon
CHEBI:5931	insulin human	biolink:SmallMolecule
UMLS:C0205494	Neurologic (qualifier value)	biolink:InformationContentEntity
HP:0002018	Nausea	biolink:PhenotypicFeature
NCBIGene:14127	Fcer1g	biolink:Gene
NCBIGene:12977	Csf1	biolink:Gene
NCBIGene:18816	Serpinf2	biolink:Gene
NCBIGene:14042	Ext1	biolink:Gene
NCBIGene:20656	Sod2	biolink:Gene
NCBIGene:3921	RPSA	biolink:Gene
NCBIGene:7884	SLBP	biolink:Gene
NCBIGene:55110	MAGOHB	biolink:Gene
NCBIGene:84324	SARNP	biolink:Gene
NCBIGene:6428	SRSF3	biolink:Gene
NCBIGene:80145	THOC7	biolink:Gene
NCBIGene:6432	SRSF7	biolink:Gene
NCBIGene:51602	NOP58	biolink:Gene
NCBIGene:6950	TCP1	biolink:Gene
NCBIGene:10576	CCT2	biolink:Gene
NCBIGene:3181	HNRNPA2B1	biolink:Gene
NCBIGene:220988	HNRNPA3	biolink:Gene
NCBIGene:5901	RAN	biolink:Gene
NCBIGene:56943	ENY2	biolink:Gene
NCBIGene:10575	CCT4	biolink:Gene
NCBIGene:3178	HNRNPA1	biolink:Gene
NCBIGene:4116	MAGOH	biolink:Gene
NCBIGene:2091	FBL	biolink:Gene
NCBIGene:5902	RANBP1	biolink:Gene
NCBIGene:55813	UTP6	biolink:Gene
NCBIGene:25983	NGDN	biolink:Gene
NCBIGene:6223	RPS19	biolink:Gene
NCBIGene:51096	UTP18	biolink:Gene
NCBIGene:6227	RPS21	biolink:Gene
NCBIGene:6229	RPS24	biolink:Gene
NCBIGene:6217	RPS16	biolink:Gene
NCBIGene:10199	MPHOSPH10	biolink:Gene
NCBIGene:1329	COX5B	biolink:Gene
NCBIGene:7381	UQCRB	biolink:Gene
NCBIGene:1340	COX6B1	biolink:Gene
NCBIGene:9167	COX7A2L	biolink:Gene
NCBIGene:1350	COX7C	biolink:Gene
NCBIGene:1345	COX6C	biolink:Gene
NCBIGene:1349	COX7B	biolink:Gene
NCBIGene:27089	UQCRQ	biolink:Gene
NCBIGene:1347	COX7A2	biolink:Gene
NCBIGene:4697	NDUFA4	biolink:Gene
NCBIGene:7388	UQCRH	biolink:Gene
NCBIGene:9377	COX5A	biolink:Gene
NCBIGene:1337	COX6A1	biolink:Gene
NCBIGene:5719	PSMD13	biolink:Gene
NCBIGene:5701	PSMC2	biolink:Gene
NCBIGene:5682	PSMA1	biolink:Gene
NCBIGene:5692	PSMB4	biolink:Gene
NCBIGene:6233	RPS27A	biolink:Gene
NCBIGene:5704	PSMC4	biolink:Gene
NCBIGene:7311	UBA52	biolink:Gene
NCBIGene:5693	PSMB5	biolink:Gene
NCBIGene:5700	PSMC1	biolink:Gene
NCBIGene:5690	PSMB2	biolink:Gene
NCBIGene:5683	PSMA2	biolink:Gene
NCBIGene:6367	CCL22	biolink:Gene
NCBIGene:5707	PSMD1	biolink:Gene
NCBIGene:5687	PSMA6	biolink:Gene
NCBIGene:5686	PSMA5	biolink:Gene
NCBIGene:5710	PSMD4	biolink:Gene
NCBIGene:5684	PSMA3	biolink:Gene
NCBIGene:5705	PSMC5	biolink:Gene
NCBIGene:5685	PSMA4	biolink:Gene
NCBIGene:9861	PSMD6	biolink:Gene
NCBIGene:5689	PSMB1	biolink:Gene
NCBIGene:10694	CCT8	biolink:Gene
NCBIGene:7341	SUMO1	biolink:Gene
NCBIGene:5479	PPIB	biolink:Gene
NCBIGene:7203	CCT3	biolink:Gene
NCBIGene:908	CCT6A	biolink:Gene
NCBIGene:811	CALR	biolink:Gene
NCBIGene:5216	PFN1	biolink:Gene
NCBIGene:3326	HSP90AB1	biolink:Gene
NCBIGene:3329	HSPD1	biolink:Gene
NCBIGene:150383	CDPF1	biolink:Gene
NCBIGene:11315	PARK7	biolink:Gene
NCBIGene:22948	CCT5	biolink:Gene
NCBIGene:6169	RPL38	biolink:Gene
NCBIGene:6232	RPS27	biolink:Gene
NCBIGene:51065	RPS27L	biolink:Gene
NCBIGene:51081	MRPS7	biolink:Gene
NCBIGene:6632	SNRPD1	biolink:Gene
NCBIGene:6637	SNRPG	biolink:Gene
NCBIGene:6633	SNRPD2	biolink:Gene
NCBIGene:6634	SNRPD3	biolink:Gene
NCBIGene:25804	LSM4	biolink:Gene
NCBIGene:6636	SNRPF	biolink:Gene
NCBIGene:153443	SRFBP1	biolink:Gene
NCBIGene:6631	SNRPC	biolink:Gene
NCBIGene:10946	SF3A3	biolink:Gene
NCBIGene:10907	TXNL4A	biolink:Gene
NCBIGene:1653	DDX1	biolink:Gene
NCBIGene:1069	CETN2	biolink:Gene
NCBIGene:9978	RBX1	biolink:Gene
NCBIGene:404672	GTF2H5	biolink:Gene
NCBIGene:7329	UBE2I	biolink:Gene
NCBIGene:28985	MCTS1	biolink:Gene
NCBIGene:6741	SSB	biolink:Gene
NCBIGene:10480	EIF3M	biolink:Gene
NCBIGene:8665	EIF3F	biolink:Gene
NCBIGene:5094	PCBP2	biolink:Gene
NCBIGene:51138	COPS4	biolink:Gene
NCBIGene:8533	COPS3	biolink:Gene
NCBIGene:3068	HDGF	biolink:Gene
NCBIGene:7873	MANF	biolink:Gene
NCBIGene:3336	HSPE1	biolink:Gene
NCBIGene:51726	DNAJB11	biolink:Gene
NCBIGene:1965	EIF2S1	biolink:Gene
NCBIGene:3312	HSPA8	biolink:Gene
NCBIGene:7184	HSP90B1	biolink:Gene
NCBIGene:10952	SEC61B	biolink:Gene
NCBIGene:23480	SEC61G	biolink:Gene
NCBIGene:23071	ERP44	biolink:Gene
NCBIGene:3301	DNAJA1	biolink:Gene
NCBIGene:3309	HSPA5	biolink:Gene
NCBIGene:6139	RPL17	biolink:Gene
NCBIGene:3838	KPNA2	biolink:Gene
NCBIGene:2923	PDIA3	biolink:Gene
NCBIGene:3313	HSPA9	biolink:Gene
NCBIGene:5436	POLR2G	biolink:Gene
NCBIGene:3150	HMGN1	biolink:Gene
NCBIGene:5111	PCNA	biolink:Gene
NCBIGene:2547	XRCC6	biolink:Gene
NCBIGene:7520	XRCC5	biolink:Gene
NCBIGene:3149	HMGB3	biolink:Gene
NCBIGene:3146	HMGB1	biolink:Gene
NCBIGene:2280	FKBP1A	biolink:Gene
NCBIGene:8668	EIF3I	biolink:Gene
NCBIGene:27335	EIF3K	biolink:Gene
NCBIGene:8624	PSMG1	biolink:Gene
NCBIGene:51371	POMP	biolink:Gene
NCBIGene:6188	RPS3	biolink:Gene
NCBIGene:2287	FKBP3	biolink:Gene
NCBIGene:5481	PPID	biolink:Gene
NCBIGene:5478	PPIA	biolink:Gene
NCBIGene:2288	FKBP4	biolink:Gene
NCBIGene:2079	ERH	biolink:Gene
NCBIGene:6023	RMRP	biolink:Gene
NCBIGene:7298	TYMS	biolink:Gene
NCBIGene:1854	DUT	biolink:Gene
NCBIGene:4831	NME2	biolink:Gene
NCBIGene:4722	NDUFS3	biolink:Gene
NCBIGene:7533	YWHAH	biolink:Gene
NCBIGene:805	CALM2	biolink:Gene
NCBIGene:387	RHOA	biolink:Gene
NCBIGene:51187	RSL24D1	biolink:Gene
NCBIGene:55052	MRPL20	biolink:Gene
NCBIGene:6135	RPL11	biolink:Gene
NCBIGene:6125	RPL5	biolink:Gene
NCBIGene:6147	RPL23A	biolink:Gene
NCBIGene:84154	RPF2	biolink:Gene
NCBIGene:1499	CTNNB1	biolink:Gene
NCBIGene:6635	SNRPE	biolink:Gene
NCBIGene:183	AGT	biolink:Gene
NCBIGene:4715	NDUFB9	biolink:Gene
NCBIGene:4726	NDUFS6	biolink:Gene
NCBIGene:55967	NDUFA12	biolink:Gene
NCBIGene:4724	NDUFS4	biolink:Gene
NCBIGene:4694	NDUFA1	biolink:Gene
NCBIGene:4725	NDUFS5	biolink:Gene
NCBIGene:4706	NDUFAB1	biolink:Gene
NCBIGene:7481	WNT11	biolink:Gene
NCBIGene:6194	RPS6	biolink:Gene
NCBIGene:10436	EMG1	biolink:Gene
NCBIGene:25879	DCAF13	biolink:Gene
NCBIGene:6500	SKP1	biolink:Gene
NCBIGene:22818	COPZ1	biolink:Gene
NCBIGene:51330	TNFRSF12A	biolink:Gene
NCBIGene:79590	MRPL24	biolink:Gene
NCBIGene:65005	MRPL9	biolink:Gene
NCBIGene:54460	MRPS21	biolink:Gene
NCBIGene:2935	GSPT1	biolink:Gene
NCBIGene:57129	MRPL47	biolink:Gene
NCBIGene:64968	MRPS6	biolink:Gene
NCBIGene:51258	MRPL51	biolink:Gene
NCBIGene:64960	MRPS15	biolink:Gene
NCBIGene:51373	MRPS17	biolink:Gene
NCBIGene:6944	VPS72	biolink:Gene
NCBIGene:2271	FH	biolink:Gene
NCBIGene:3320	HSP90AA1	biolink:Gene
NCBIGene:2217	FCGRT	biolink:Gene
NCBIGene:6767	ST13	biolink:Gene
NCBIGene:56993	TOMM22	biolink:Gene
NCBIGene:54543	TOMM7	biolink:Gene
NCBIGene:100287932	TIMM23	biolink:Gene
NCBIGene:26520	TIMM9	biolink:Gene
NCBIGene:83871	RAB34	biolink:Gene
NCBIGene:1174	AP1S1	biolink:Gene
NCBIGene:925	CD8A	biolink:Gene
NCBIGene:1211	CLTA	biolink:Gene
NCBIGene:5440	POLR2K	biolink:Gene
NCBIGene:8729	GBF1	biolink:Gene
NCBIGene:7109	TRAPPC10	biolink:Gene
NCBIGene:5286	PIK3C2A	biolink:Gene
NCBIGene:374	AREG	biolink:Gene
NCBIGene:128637	TBC1D20	biolink:Gene
NCBIGene:2801	GOLGA2	biolink:Gene
NCBIGene:9632	SEC24C	biolink:Gene
NCBIGene:9919	SEC16A	biolink:Gene
NCBIGene:8775	NAPA	biolink:Gene
NCBIGene:81	ACTN4	biolink:Gene
NCBIGene:6532	SLC6A4	biolink:Gene
NCBIGene:5338	PLD2	biolink:Gene
NCBIGene:23396	PIP5K1C	biolink:Gene
NCBIGene:8943	AP3D1	biolink:Gene
NCBIGene:357	SHROOM2	biolink:Gene
NCBIGene:1785	DNM2	biolink:Gene
NCBIGene:1639	DCTN1	biolink:Gene
NCBIGene:57724	EPG5	biolink:Gene
NCBIGene:85377	MICALL1	biolink:Gene
NCBIGene:55275	VPS53	biolink:Gene
NCBIGene:11021	RAB35	biolink:Gene
NCBIGene:22853	LMTK2	biolink:Gene
NCBIGene:30845	EHD3	biolink:Gene
NCBIGene:6405	SEMA3F	biolink:Gene
NCBIGene:5364	PLXNB1	biolink:Gene
NCBIGene:55558	PLXNA3	biolink:Gene
NCBIGene:9855	FARP2	biolink:Gene
NCBIGene:64218	SEMA4A	biolink:Gene
NCBIGene:6129	RPL7	biolink:Gene
NCBIGene:6165	RPL35A	biolink:Gene
NCBIGene:6154	RPL26	biolink:Gene
NCBIGene:4869	NPM1	biolink:Gene
NCBIGene:6146	RPL22	biolink:Gene
NCBIGene:6133	RPL9	biolink:Gene
NCBIGene:6160	RPL31	biolink:Gene
NCBIGene:153527	ZMAT2	biolink:Gene
NCBIGene:27336	HTATSF1	biolink:Gene
NCBIGene:3189	HNRNPH3	biolink:Gene
NCBIGene:25949	SYF2	biolink:Gene
NCBIGene:23658	LSM5	biolink:Gene
NCBIGene:3183	HNRNPC	biolink:Gene
NCBIGene:27258	LSM3	biolink:Gene
NCBIGene:3184	HNRNPD	biolink:Gene
NCBIGene:9939	RBM8A	biolink:Gene
NCBIGene:22826	DNAJC8	biolink:Gene
NCBIGene:6629	SNRPB2	biolink:Gene
NCBIGene:8896	BUD31	biolink:Gene
NCBIGene:3646	EIF3E	biolink:Gene
NCBIGene:10549	PRDX4	biolink:Gene
NCBIGene:10961	ERP29	biolink:Gene
NCBIGene:79031	PDCL3	biolink:Gene
NCBIGene:5204	PFDN5	biolink:Gene
NCBIGene:6902	TBCA	biolink:Gene
NCBIGene:51303	FKBP11	biolink:Gene
NCBIGene:5203	PFDN4	biolink:Gene
NCBIGene:7411	VBP1	biolink:Gene
NCBIGene:10628	TXNIP	biolink:Gene
NCBIGene:754	PTTG1IP	biolink:Gene
NCBIGene:3868	KRT16	biolink:Gene
NCBIGene:6699	SPRR1B	biolink:Gene
NCBIGene:163778	SPRR4	biolink:Gene
NCBIGene:5453	POU3F1	biolink:Gene
NCBIGene:7051	TGM1	biolink:Gene
NCBIGene:301	ANXA1	biolink:Gene
NCBIGene:6700	SPRR2A	biolink:Gene
NCBIGene:147409	DSG4	biolink:Gene
NCBIGene:6698	SPRR1A	biolink:Gene
NCBIGene:6701	SPRR2B	biolink:Gene
NCBIGene:3872	KRT17	biolink:Gene
NCBIGene:574414	PRR9	biolink:Gene
NCBIGene:6704	SPRR2E	biolink:Gene
NCBIGene:2810	SFN	biolink:Gene
NCBIGene:353145	LCE3E	biolink:Gene
NCBIGene:7053	TGM3	biolink:Gene
NCBIGene:29127	RACGAP1	biolink:Gene
NCBIGene:10890	RAB10	biolink:Gene
NCBIGene:5717	PSMD11	biolink:Gene
NCBIGene:3383	ICAM1	biolink:Gene
NCBIGene:5709	PSMD3	biolink:Gene
NCBIGene:5708	PSMD2	biolink:Gene
